antecedent,consequent,support,confidence,lift 
"['38', '3']","['48', '8', '17']",0.05,0.14,1.12
"['38', '17']","['48', '8', '3']",0.05,0.14,1.07
"['48', '8']","['38', '17', '3']",0.05,0.19,1.03
"['48', '3']","['8', '38', '17']",0.05,0.2,1.06
"['48', '17']","['8', '38', '3']",0.05,0.22,1.12
"['8', '3']","['48', '38', '17']",0.05,0.21,1.09
"['8', '17']","['48', '38', '3']",0.05,0.23,1.08
"['17', '3']","['48', '8', '38']",0.05,0.23,1.04
"['48', '8', '38']","['17', '3']",0.05,0.24,1.04
"['48', '38', '3']","['8', '17']",0.05,0.25,1.08
"['48', '38', '17']","['8', '3']",0.05,0.27,1.09
"['8', '38', '3']","['48', '17']",0.05,0.27,1.12
"['8', '38', '17']","['48', '3']",0.05,0.28,1.06
"['38', '17', '3']","['48', '8']",0.05,0.28,1.03
"['48', '8', '3']","['38', '17']",0.05,0.38,1.07
"['48', '8', '17']","['38', '3']",0.05,0.42,1.12
"['48', '17', '3']","['8', '38']",0.05,0.42,1.1
"['8', '17', '3']","['48', '38']",0.05,0.45,1.1
"['48', '8', '38', '3']",['17'],0.05,0.47,1.03
"['48', '8', '38', '17']",['3'],0.05,0.51,1.04
"['48', '38', '17', '3']",['8'],0.05,0.5,1.01
"['8', '38', '17', '3']",['48'],0.05,0.56,1.05
"['48', '8', '17', '3']",['38'],0.05,0.85,1.13
['11'],"['8', '17', '3']",0.07,0.13,1.18
['8'],"['11', '17', '3']",0.07,0.14,1.04
['3'],"['11', '8', '17']",0.07,0.14,1.07
['17'],"['11', '8', '3']",0.07,0.15,1.04
"['11', '8']","['17', '3']",0.07,0.25,1.1
"['11', '3']","['8', '17']",0.07,0.26,1.11
"['11', '17']","['8', '3']",0.07,0.28,1.13
"['8', '3']","['11', '17']",0.07,0.28,1.13
"['8', '17']","['11', '3']",0.07,0.31,1.11
"['17', '3']","['11', '8']",0.07,0.31,1.1
"['11', '8', '3']",['17'],0.07,0.48,1.04
"['11', '8', '17']",['3'],0.07,0.52,1.07
"['11', '17', '3']",['8'],0.07,0.52,1.04
"['8', '17', '3']",['11'],0.07,0.62,1.18
['38'],"['11', '8', '17', '3']",0.06,0.08,1.09
['11'],"['8', '38', '17', '3']",0.06,0.11,1.19
['8'],"['11', '38', '17', '3']",0.06,0.12,1.05
['3'],"['11', '8', '38', '17']",0.06,0.12,1.08
['17'],"['11', '8', '38', '3']",0.06,0.13,1.08
"['11', '38']","['8', '17', '3']",0.06,0.14,1.25
"['8', '38']","['11', '17', '3']",0.06,0.15,1.11
"['38', '3']","['11', '8', '17']",0.06,0.15,1.14
"['38', '17']","['11', '8', '3']",0.06,0.16,1.1
"['11', '8']","['38', '17', '3']",0.06,0.21,1.13
"['11', '3']","['8', '38', '17']",0.06,0.21,1.14
"['11', '17']","['8', '38', '3']",0.06,0.23,1.19
"['8', '3']","['11', '38', '17']",0.06,0.23,1.16
"['8', '17']","['11', '38', '3']",0.06,0.25,1.15
"['17', '3']","['11', '8', '38']",0.06,0.25,1.14
"['11', '8', '38']","['17', '3']",0.06,0.26,1.14
"['11', '38', '3']","['8', '17']",0.06,0.26,1.15
"['11', '38', '17']","['8', '3']",0.06,0.29,1.16
"['8', '38', '3']","['11', '17']",0.06,0.3,1.19
"['8', '38', '17']","['11', '3']",0.06,0.31,1.14
"['38', '17', '3']","['11', '8']",0.06,0.31,1.13
"['11', '8', '3']","['38', '17']",0.06,0.39,1.1
"['11', '8', '17']","['38', '3']",0.06,0.43,1.14
"['11', '17', '3']","['8', '38']",0.06,0.43,1.11
"['8', '17', '3']","['11', '38']",0.06,0.51,1.25
"['11', '8', '38', '3']",['17'],0.06,0.49,1.08
"['11', '8', '38', '17']",['3'],0.06,0.53,1.08
"['11', '38', '17', '3']",['8'],0.06,0.52,1.05
"['8', '38', '17', '3']",['11'],0.06,0.62,1.19
"['11', '8', '17', '3']",['38'],0.06,0.82,1.09
['28'],"['17', '3']",0.12,0.24,1.04
['3'],"['17', '28']",0.12,0.24,1.06
['17'],"['3', '28']",0.12,0.26,1.02
"['3', '28']",['17'],0.12,0.47,1.02
"['17', '28']",['3'],0.12,0.51,1.06
"['17', '3']",['28'],0.12,0.51,1.04
['38'],"['3', '17', '28']",0.1,0.13,1.09
['28'],"['38', '17', '3']",0.1,0.2,1.07
['3'],"['38', '17', '28']",0.1,0.2,1.09
['17'],"['38', '3', '28']",0.1,0.21,1.06
"['38', '28']","['17', '3']",0.1,0.26,1.11
"['38', '3']","['17', '28']",0.1,0.26,1.13
"['38', '17']","['3', '28']",0.1,0.27,1.08
"['3', '28']","['38', '17']",0.1,0.39,1.08
"['17', '28']","['38', '3']",0.1,0.42,1.13
"['17', '3']","['38', '28']",0.1,0.42,1.11
"['38', '3', '28']",['17'],0.1,0.48,1.06
"['38', '17', '28']",['3'],0.1,0.53,1.09
"['38', '17', '3']",['28'],0.1,0.53,1.07
"['3', '17', '28']",['38'],0.1,0.83,1.09
['8'],"['3', '17', '28']",0.06,0.12,1.01
['28'],"['8', '17', '3']",0.06,0.12,1.06
['3'],"['8', '17', '28']",0.06,0.12,1.02
['17'],"['8', '3', '28']",0.06,0.13,0.98
"['8', '28']","['17', '3']",0.06,0.24,1.02
"['8', '3']","['17', '28']",0.06,0.24,1.05
"['8', '17']","['3', '28']",0.06,0.26,1.02
"['3', '28']","['8', '17']",0.06,0.23,1.02
"['17', '28']","['8', '3']",0.06,0.26,1.05
"['17', '3']","['8', '28']",0.06,0.26,1.02
"['8', '3', '28']",['17'],0.06,0.45,0.98
"['8', '17', '28']",['3'],0.06,0.5,1.02
"['8', '17', '3']",['28'],0.06,0.52,1.06
"['3', '17', '28']",['8'],0.06,0.5,1.01
['36'],"['3', '17', '28']",0.08,0.13,1.09
['28'],"['36', '17', '3']",0.08,0.16,1.1
['3'],"['36', '17', '28']",0.08,0.16,1.07
['17'],"['36', '3', '28']",0.08,0.18,1.04
"['36', '28']","['17', '3']",0.08,0.25,1.09
"['36', '3']","['17', '28']",0.08,0.26,1.12
"['36', '17']","['3', '28']",0.08,0.27,1.09
"['3', '28']","['36', '17']",0.08,0.32,1.09
"['17', '28']","['36', '3']",0.08,0.35,1.12
"['17', '3']","['36', '28']",0.08,0.35,1.09
"['36', '3', '28']",['17'],0.08,0.48,1.04
"['36', '17', '28']",['3'],0.08,0.52,1.07
"['36', '17', '3']",['28'],0.08,0.54,1.1
"['3', '17', '28']",['36'],0.08,0.68,1.09
['38'],"['36', '3', '17', '28']",0.07,0.09,1.09
['36'],"['38', '3', '17', '28']",0.07,0.11,1.09
['28'],"['38', '36', '17', '3']",0.07,0.14,1.1
['3'],"['38', '36', '17', '28']",0.07,0.14,1.09
['17'],"['38', '36', '3', '28']",0.07,0.14,1.06
"['38', '36']","['3', '17', '28']",0.07,0.14,1.16
"['38', '28']","['36', '17', '3']",0.07,0.17,1.17
"['38', '3']","['36', '17', '28']",0.07,0.18,1.14
"['38', '17']","['36', '3', '28']",0.07,0.19,1.1
"['36', '28']","['38', '17', '3']",0.07,0.21,1.12
"['36', '3']","['38', '17', '28']",0.07,0.21,1.16
"['36', '17']","['38', '3', '28']",0.07,0.22,1.12
"['3', '28']","['38', '36', '17']",0.07,0.26,1.12
"['17', '28']","['38', '36', '3']",0.07,0.29,1.17
"['17', '3']","['38', '36', '28']",0.07,0.29,1.15
"['38', '36', '28']","['17', '3']",0.07,0.26,1.15
"['38', '36', '3']","['17', '28']",0.07,0.27,1.17
"['38', '36', '17']","['3', '28']",0.07,0.28,1.12
"['38', '3', '28']","['36', '17']",0.07,0.33,1.12
"['38', '17', '28']","['36', '3']",0.07,0.36,1.16
"['38', '17', '3']","['36', '28']",0.07,0.36,1.12
"['36', '3', '28']","['38', '17']",0.07,0.39,1.1
"['36', '17', '28']","['38', '3']",0.07,0.43,1.14
"['36', '17', '3']","['38', '28']",0.07,0.44,1.17
"['3', '17', '28']","['38', '36']",0.07,0.56,1.16
"['38', '36', '3', '28']",['17'],0.07,0.49,1.06
"['38', '36', '17', '28']",['3'],0.07,0.53,1.09
"['38', '36', '17', '3']",['28'],0.07,0.54,1.1
"['38', '3', '17', '28']",['36'],0.07,0.68,1.09
"['36', '3', '17', '28']",['38'],0.07,0.82,1.09
['48'],"['3', '17', '28']",0.07,0.12,1.05
['28'],"['48', '17', '3']",0.07,0.13,1.09
['3'],"['48', '17', '28']",0.07,0.13,1.08
['17'],"['48', '3', '28']",0.07,0.14,1.0
"['48', '28']","['17', '3']",0.07,0.24,1.05
"['48', '3']","['17', '28']",0.07,0.25,1.08
"['48', '17']","['3', '28']",0.07,0.27,1.09
"['3', '28']","['48', '17']",0.07,0.26,1.09
"['17', '28']","['48', '3']",0.07,0.29,1.08
"['17', '3']","['48', '28']",0.07,0.28,1.05
"['48', '3', '28']",['17'],0.07,0.46,1.0
"['48', '17', '28']",['3'],0.07,0.53,1.08
"['48', '17', '3']",['28'],0.07,0.53,1.09
"['3', '17', '28']",['48'],0.07,0.56,1.05
['38'],"['48', '3', '17', '28']",0.06,0.07,1.15
['48'],"['38', '3', '17', '28']",0.06,0.11,1.1
['28'],"['48', '38', '17', '3']",0.06,0.12,1.13
['3'],"['48', '38', '17', '28']",0.06,0.12,1.12
['17'],"['48', '38', '3', '28']",0.06,0.12,1.04
"['48', '38']","['3', '17', '28']",0.06,0.14,1.16
"['38', '28']","['48', '17', '3']",0.06,0.15,1.21
"['38', '3']","['48', '17', '28']",0.06,0.15,1.21
"['38', '17']","['48', '3', '28']",0.06,0.16,1.11
"['48', '28']","['38', '17', '3']",0.06,0.21,1.13
"['48', '3']","['38', '17', '28']",0.06,0.21,1.17
"['48', '17']","['38', '3', '28']",0.06,0.24,1.18
"['3', '28']","['48', '38', '17']",0.06,0.23,1.17
"['17', '28']","['48', '38', '3']",0.06,0.25,1.18
"['17', '3']","['48', '38', '28']",0.06,0.25,1.12
"['48', '38', '28']","['17', '3']",0.06,0.26,1.12
"['48', '38', '3']","['17', '28']",0.06,0.27,1.18
"['48', '38', '17']","['3', '28']",0.06,0.29,1.17
"['38', '3', '28']","['48', '17']",0.06,0.28,1.18
"['38', '17', '28']","['48', '3']",0.06,0.31,1.17
"['38', '17', '3']","['48', '28']",0.06,0.31,1.13
"['48', '3', '28']","['38', '17']",0.06,0.4,1.11
"['48', '17', '28']","['38', '3']",0.06,0.46,1.21
"['48', '17', '3']","['38', '28']",0.06,0.46,1.21
"['3', '17', '28']","['48', '38']",0.06,0.48,1.16
"['48', '38', '3', '28']",['17'],0.06,0.48,1.04
"['48', '38', '17', '28']",['3'],0.06,0.54,1.12
"['48', '38', '17', '3']",['28'],0.06,0.55,1.13
"['38', '3', '17', '28']",['48'],0.06,0.58,1.1
"['48', '3', '17', '28']",['38'],0.06,0.87,1.15
['11'],"['3', '17', '28']",0.07,0.13,1.14
['28'],"['11', '17', '3']",0.07,0.14,1.06
['3'],"['11', '17', '28']",0.07,0.14,1.11
['17'],"['11', '3', '28']",0.07,0.15,1.04
"['11', '28']","['17', '3']",0.07,0.27,1.16
"['11', '3']","['17', '28']",0.07,0.25,1.12
"['11', '17']","['3', '28']",0.07,0.28,1.11
"['3', '28']","['11', '17']",0.07,0.28,1.11
"['17', '28']","['11', '3']",0.07,0.31,1.12
"['17', '3']","['11', '28']",0.07,0.3,1.16
"['11', '3', '28']",['17'],0.07,0.48,1.04
"['11', '17', '28']",['3'],0.07,0.54,1.11
"['11', '17', '3']",['28'],0.07,0.52,1.06
"['3', '17', '28']",['11'],0.07,0.6,1.14
['38'],"['11', '3', '17', '28']",0.06,0.08,1.09
['11'],"['38', '3', '17', '28']",0.06,0.11,1.14
['28'],"['11', '38', '17', '3']",0.06,0.12,1.07
['3'],"['11', '38', '17', '28']",0.06,0.12,1.13
['17'],"['11', '38', '3', '28']",0.06,0.13,1.07
"['11', '38']","['3', '17', '28']",0.06,0.14,1.21
"['38', '28']","['11', '17', '3']",0.06,0.15,1.13
"['38', '3']","['11', '17', '28']",0.06,0.15,1.19
"['38', '17']","['11', '3', '28']",0.06,0.16,1.1
"['11', '28']","['38', '17', '3']",0.06,0.22,1.2
"['11', '3']","['38', '17', '28']",0.06,0.21,1.15
"['11', '17']","['38', '3', '28']",0.06,0.23,1.15
"['3', '28']","['11', '38', '17']",0.06,0.23,1.14
"['17', '28']","['11', '38', '3']",0.06,0.25,1.16
"['17', '3']","['11', '38', '28']",0.06,0.25,1.21
"['11', '38', '28']","['17', '3']",0.06,0.28,1.21
"['11', '38', '3']","['17', '28']",0.06,0.26,1.16
"['11', '38', '17']","['3', '28']",0.06,0.29,1.14
"['38', '3', '28']","['11', '17']",0.06,0.29,1.15
"['38', '17', '28']","['11', '3']",0.06,0.32,1.15
"['38', '17', '3']","['11', '28']",0.06,0.31,1.2
"['11', '3', '28']","['38', '17']",0.06,0.39,1.1
"['11', '17', '28']","['38', '3']",0.06,0.45,1.19
"['11', '17', '3']","['38', '28']",0.06,0.43,1.13
"['3', '17', '28']","['11', '38']",0.06,0.49,1.21
"['11', '38', '3', '28']",['17'],0.06,0.49,1.07
"['11', '38', '17', '28']",['3'],0.06,0.55,1.13
"['11', '38', '17', '3']",['28'],0.06,0.52,1.07
"['38', '3', '17', '28']",['11'],0.06,0.6,1.14
"['11', '3', '17', '28']",['38'],0.06,0.83,1.09
['36'],"['17', '3']",0.15,0.24,1.03
['3'],"['36', '17']",0.15,0.31,1.04
['17'],"['36', '3']",0.15,0.33,1.04
"['36', '3']",['17'],0.15,0.48,1.04
"['36', '17']",['3'],0.15,0.51,1.04
"['17', '3']",['36'],0.15,0.65,1.03
['38'],"['36', '17', '3']",0.12,0.16,1.09
['36'],"['38', '17', '3']",0.12,0.2,1.06
['3'],"['38', '36', '17']",0.12,0.25,1.08
['17'],"['38', '36', '3']",0.12,0.27,1.08
"['38', '36']","['17', '3']",0.12,0.25,1.1
"['38', '3']","['36', '17']",0.12,0.33,1.11
"['38', '17']","['36', '3']",0.12,0.34,1.1
"['36', '3']","['38', '17']",0.12,0.39,1.1
"['36', '17']","['38', '3']",0.12,0.42,1.11
"['17', '3']","['38', '36']",0.12,0.53,1.1
"['38', '36', '3']",['17'],0.12,0.5,1.08
"['38', '36', '17']",['3'],0.12,0.52,1.08
"['38', '17', '3']",['36'],0.12,0.67,1.06
"['36', '17', '3']",['38'],0.12,0.83,1.09
['48'],"['17', '3']",0.12,0.23,1.01
['3'],"['48', '17']",0.12,0.25,1.05
['17'],"['48', '3']",0.12,0.27,1.01
"['48', '3']",['17'],0.12,0.46,1.01
"['48', '17']",['3'],0.12,0.51,1.05
"['17', '3']",['48'],0.12,0.53,1.01
['38'],"['48', '17', '3']",0.1,0.14,1.11
['48'],"['38', '17', '3']",0.1,0.19,1.05
['3'],"['48', '38', '17']",0.1,0.21,1.09
['17'],"['48', '38', '3']",0.1,0.22,1.07
"['48', '38']","['17', '3']",0.1,0.25,1.08
"['38', '3']","['48', '17']",0.1,0.27,1.14
"['38', '17']","['48', '3']",0.1,0.29,1.08
"['48', '3']","['38', '17']",0.1,0.39,1.08
"['48', '17']","['38', '3']",0.1,0.43,1.14
"['17', '3']","['48', '38']",0.1,0.45,1.08
"['48', '38', '3']",['17'],0.1,0.49,1.07
"['48', '38', '17']",['3'],0.1,0.53,1.09
"['38', '17', '3']",['48'],0.1,0.56,1.05
"['48', '17', '3']",['38'],0.1,0.84,1.11
['36'],"['48', '17', '3']",0.08,0.13,1.09
['48'],"['36', '17', '3']",0.08,0.16,1.06
['3'],"['48', '36', '17']",0.08,0.17,1.09
['17'],"['48', '36', '3']",0.08,0.18,1.06
"['48', '36']","['17', '3']",0.08,0.25,1.09
"['36', '3']","['48', '17']",0.08,0.27,1.13
"['36', '17']","['48', '3']",0.08,0.29,1.08
"['48', '3']","['36', '17']",0.08,0.32,1.08
"['48', '17']","['36', '3']",0.08,0.35,1.13
"['17', '3']","['48', '36']",0.08,0.37,1.09
"['48', '36', '3']",['17'],0.08,0.49,1.06
"['48', '36', '17']",['3'],0.08,0.53,1.09
"['36', '17', '3']",['48'],0.08,0.57,1.06
"['48', '17', '3']",['36'],0.08,0.69,1.09
['38'],"['48', '36', '17', '3']",0.07,0.09,1.13
['36'],"['48', '38', '17', '3']",0.07,0.11,1.12
['48'],"['38', '36', '17', '3']",0.07,0.14,1.1
['3'],"['48', '38', '36', '17']",0.07,0.15,1.12
['17'],"['48', '38', '36', '3']",0.07,0.16,1.13
"['38', '36']","['48', '17', '3']",0.07,0.15,1.21
"['48', '38']","['36', '17', '3']",0.07,0.17,1.16
"['38', '3']","['48', '36', '17']",0.07,0.19,1.2
"['38', '17']","['48', '36', '3']",0.07,0.2,1.16
"['48', '36']","['38', '17', '3']",0.07,0.21,1.16
"['36', '3']","['48', '38', '17']",0.07,0.23,1.19
"['36', '17']","['48', '38', '3']",0.07,0.24,1.16
"['48', '3']","['38', '36', '17']",0.07,0.27,1.16
"['48', '17']","['38', '36', '3']",0.07,0.3,1.21
"['17', '3']","['48', '38', '36']",0.07,0.31,1.17
"['48', '38', '36']","['17', '3']",0.07,0.27,1.17
"['38', '36', '3']","['48', '17']",0.07,0.29,1.21
"['38', '36', '17']","['48', '3']",0.07,0.31,1.16
"['48', '38', '3']","['36', '17']",0.07,0.34,1.16
"['48', '38', '17']","['36', '3']",0.07,0.37,1.19
"['38', '17', '3']","['48', '36']",0.07,0.39,1.16
"['48', '36', '3']","['38', '17']",0.07,0.41,1.16
"['48', '36', '17']","['38', '3']",0.07,0.45,1.2
"['36', '17', '3']","['48', '38']",0.07,0.48,1.16
"['48', '17', '3']","['38', '36']",0.07,0.59,1.21
"['48', '38', '36', '3']",['17'],0.07,0.52,1.13
"['48', '38', '36', '17']",['3'],0.07,0.54,1.12
"['38', '36', '17', '3']",['48'],0.07,0.58,1.1
"['48', '38', '17', '3']",['36'],0.07,0.7,1.12
"['48', '36', '17', '3']",['38'],0.07,0.85,1.13
['11'],"['17', '3']",0.13,0.26,1.13
['3'],"['11', '17']",0.13,0.28,1.11
['17'],"['11', '3']",0.13,0.29,1.07
"['11', '3']",['17'],0.13,0.49,1.07
"['11', '17']",['3'],0.13,0.54,1.11
"['17', '3']",['11'],0.13,0.59,1.13
['36'],"['11', '17', '3']",0.09,0.14,1.07
['11'],"['36', '17', '3']",0.09,0.17,1.17
['3'],"['11', '36', '17']",0.09,0.19,1.12
['17'],"['11', '36', '3']",0.09,0.2,1.08
"['11', '36']","['17', '3']",0.09,0.27,1.15
"['36', '3']","['11', '17']",0.09,0.29,1.15
"['36', '17']","['11', '3']",0.09,0.31,1.12
"['11', '3']","['36', '17']",0.09,0.33,1.12
"['11', '17']","['36', '3']",0.09,0.36,1.15
"['17', '3']","['11', '36']",0.09,0.39,1.15
"['11', '36', '3']",['17'],0.09,0.49,1.08
"['11', '36', '17']",['3'],0.09,0.54,1.12
"['36', '17', '3']",['11'],0.09,0.61,1.17
"['11', '17', '3']",['36'],0.09,0.67,1.07
['38'],"['11', '36', '17', '3']",0.08,0.1,1.11
['36'],"['11', '38', '17', '3']",0.08,0.12,1.09
['11'],"['38', '36', '17', '3']",0.08,0.15,1.18
['3'],"['11', '38', '36', '17']",0.08,0.16,1.14
['17'],"['11', '38', '36', '3']",0.08,0.17,1.12
"['38', '36']","['11', '17', '3']",0.08,0.16,1.16
"['11', '38']","['36', '17', '3']",0.08,0.19,1.25
"['38', '3']","['11', '36', '17']",0.08,0.2,1.21
"['38', '17']","['11', '36', '3']",0.08,0.21,1.16
"['11', '36']","['38', '17', '3']",0.08,0.22,1.2
"['36', '3']","['11', '38', '17']",0.08,0.24,1.2
"['36', '17']","['11', '38', '3']",0.08,0.26,1.18
"['11', '3']","['38', '36', '17']",0.08,0.28,1.18
"['11', '17']","['38', '36', '3']",0.08,0.3,1.22
"['17', '3']","['11', '38', '36']",0.08,0.33,1.23
"['11', '38', '36']","['17', '3']",0.08,0.28,1.23
"['38', '36', '3']","['11', '17']",0.08,0.31,1.22
"['38', '36', '17']","['11', '3']",0.08,0.32,1.18
"['11', '38', '3']","['36', '17']",0.08,0.35,1.18
"['11', '38', '17']","['36', '3']",0.08,0.37,1.2
"['38', '17', '3']","['11', '36']",0.08,0.41,1.2
"['11', '36', '3']","['38', '17']",0.08,0.41,1.16
"['11', '36', '17']","['38', '3']",0.08,0.45,1.21
"['36', '17', '3']","['11', '38']",0.08,0.51,1.25
"['11', '17', '3']","['38', '36']",0.08,0.56,1.16
"['11', '38', '36', '3']",['17'],0.08,0.51,1.12
"['11', '38', '36', '17']",['3'],0.08,0.56,1.14
"['38', '36', '17', '3']",['11'],0.08,0.62,1.18
"['11', '38', '17', '3']",['36'],0.08,0.69,1.09
"['11', '36', '17', '3']",['38'],0.08,0.84,1.11
['48'],"['11', '17', '3']",0.08,0.14,1.05
['11'],"['48', '17', '3']",0.08,0.14,1.18
['3'],"['48', '11', '17']",0.08,0.15,1.11
['17'],"['48', '11', '3']",0.08,0.16,1.06
"['48', '11']","['17', '3']",0.08,0.26,1.13
"['48', '3']","['11', '17']",0.08,0.28,1.13
"['48', '17']","['11', '3']",0.08,0.31,1.15
"['11', '3']","['48', '17']",0.08,0.27,1.15
"['11', '17']","['48', '3']",0.08,0.3,1.13
"['17', '3']","['48', '11']",0.08,0.33,1.13
"['48', '11', '3']",['17'],0.08,0.48,1.06
"['48', '11', '17']",['3'],0.08,0.54,1.11
"['48', '17', '3']",['11'],0.08,0.61,1.18
"['11', '17', '3']",['48'],0.08,0.56,1.05
['36'],"['48', '11', '17', '3']",0.05,0.09,1.15
['48'],"['11', '36', '17', '3']",0.05,0.1,1.13
['11'],"['48', '36', '17', '3']",0.05,0.1,1.24
['3'],"['48', '11', '36', '17']",0.05,0.11,1.15
['17'],"['48', '11', '36', '3']",0.05,0.12,1.12
"['48', '36']","['11', '17', '3']",0.05,0.16,1.2
"['11', '36']","['48', '17', '3']",0.05,0.16,1.3
"['36', '3']","['48', '11', '17']",0.05,0.17,1.25
"['36', '17']","['48', '11', '3']",0.05,0.19,1.19
"['48', '11']","['36', '17', '3']",0.05,0.19,1.26
"['48', '3']","['11', '36', '17']",0.05,0.21,1.23
"['48', '17']","['11', '36', '3']",0.05,0.23,1.24
"['11', '3']","['48', '36', '17']",0.05,0.2,1.25
"['11', '17']","['48', '36', '3']",0.05,0.22,1.25
"['17', '3']","['48', '11', '36']",0.05,0.24,1.23
"['48', '11', '36']","['17', '3']",0.05,0.28,1.23
"['48', '36', '3']","['11', '17']",0.05,0.31,1.25
"['48', '36', '17']","['11', '3']",0.05,0.34,1.25
"['11', '36', '3']","['48', '17']",0.05,0.3,1.24
"['11', '36', '17']","['48', '3']",0.05,0.33,1.23
"['36', '17', '3']","['48', '11']",0.05,0.37,1.26
"['48', '11', '3']","['36', '17']",0.05,0.35,1.19
"['48', '11', '17']","['36', '3']",0.05,0.39,1.25
"['48', '17', '3']","['11', '36']",0.05,0.44,1.3
"['11', '17', '3']","['48', '36']",0.05,0.4,1.2
"['48', '11', '36', '3']",['17'],0.05,0.51,1.12
"['48', '11', '36', '17']",['3'],0.05,0.56,1.15
"['48', '36', '17', '3']",['11'],0.05,0.65,1.24
"['11', '36', '17', '3']",['48'],0.05,0.6,1.13
"['48', '11', '17', '3']",['36'],0.05,0.72,1.15
['38'],"['48', '11', '17', '3']",0.06,0.08,1.12
['48'],"['11', '38', '17', '3']",0.06,0.12,1.08
['11'],"['48', '38', '17', '3']",0.06,0.12,1.19
['3'],"['48', '11', '38', '17']",0.06,0.13,1.14
['17'],"['48', '11', '38', '3']",0.06,0.14,1.12
"['48', '38']","['11', '17', '3']",0.06,0.15,1.14
"['11', '38']","['48', '17', '3']",0.06,0.16,1.27
"['38', '3']","['48', '11', '17']",0.06,0.17,1.22
"['38', '17']","['48', '11', '3']",0.06,0.18,1.14
"['48', '11']","['38', '17', '3']",0.06,0.22,1.19
"['48', '3']","['11', '38', '17']",0.06,0.24,1.18
"['48', '17']","['11', '38', '3']",0.06,0.27,1.21
"['11', '3']","['48', '38', '17']",0.06,0.23,1.2
"['11', '17']","['48', '38', '3']",0.06,0.25,1.2
"['17', '3']","['48', '11', '38']",0.06,0.28,1.2
"['48', '11', '38']","['17', '3']",0.06,0.28,1.2
"['48', '38', '3']","['11', '17']",0.06,0.3,1.2
"['48', '38', '17']","['11', '3']",0.06,0.33,1.2
"['11', '38', '3']","['48', '17']",0.06,0.29,1.21
"['11', '38', '17']","['48', '3']",0.06,0.31,1.18
"['38', '17', '3']","['48', '11']",0.06,0.34,1.19
"['48', '11', '3']","['38', '17']",0.06,0.41,1.14
"['48', '11', '17']","['38', '3']",0.06,0.46,1.22
"['48', '17', '3']","['11', '38']",0.06,0.52,1.27
"['11', '17', '3']","['48', '38']",0.06,0.47,1.14
"['48', '11', '38', '3']",['17'],0.06,0.51,1.12
"['48', '11', '38', '17']",['3'],0.06,0.56,1.14
"['48', '38', '17', '3']",['11'],0.06,0.62,1.19
"['11', '38', '17', '3']",['48'],0.06,0.57,1.08
"['48', '11', '17', '3']",['38'],0.06,0.84,1.12
['38'],"['11', '17', '3']",0.11,0.15,1.08
['11'],"['38', '17', '3']",0.11,0.21,1.15
['3'],"['11', '38', '17']",0.11,0.23,1.12
['17'],"['11', '38', '3']",0.11,0.24,1.1
"['11', '38']","['17', '3']",0.11,0.27,1.18
"['38', '3']","['11', '17']",0.11,0.29,1.17
"['38', '17']","['11', '3']",0.11,0.31,1.13
"['11', '3']","['38', '17']",0.11,0.4,1.13
